#TalkParam=TALK_PARAM_ST
ID,Name,PcGenderFemale1,PcGenderMale1,SpEffectId0,AnimationId0,SpEffectId1,AnimationId1,SpEffectId2,AnimationId2,EventFlagId,EventID_Female,EventID_Male,TalkTime[0.0 - 1.0]
19000101,,9000101,9000101,-1,-1,-1,-1,0,-1,-1,9000101,9000101,0
19000102,,9000102,9000102,-1,-1,-1,-1,0,-1,-1,9000102,9000102,0
19000200,,9000200,9000200,-1,-1,-1,-1,0,-1,-1,9000200,9000200,0
19000201,,9000201,9000201,-1,-1,-1,-1,0,-1,-1,9000201,9000201,0
19000202,,9000203,9000203,-1,-1,-1,-1,0,-1,-1,9000203,9000203,0
19000203,,9000204,9000204,-1,-1,-1,-1,0,-1,-1,9000204,9000204,0
19000204,,9000205,9000205,-1,-1,-1,-1,0,-1,-1,9000205,9000205,0
19000205,,9000206,9000206,-1,-1,-1,-1,0,-1,-1,9000206,9000206,0
19000206,,9000207,9000207,-1,-1,-1,-1,0,-1,-1,9000207,9000207,0
19000230,,9000209,9000209,-1,-1,-1,-1,0,-1,-1,9000209,9000209,0
19000231,,9000210,9000210,-1,-1,-1,-1,0,-1,-1,9000210,9000210,0
19000300,,9000300,9000300,-1,-1,-1,-1,0,-1,-1,9000300,9000300,0
19000301,,9000301,9000301,-1,-1,-1,-1,0,-1,-1,9000301,9000301,0
19000302,,9000302,9000302,-1,-1,-1,-1,0,-1,-1,9000302,9000302,0
19000303,,9000304,9000304,-1,-1,-1,-1,0,-1,-1,9000304,9000304,0
19000304,,9000305,9000305,-1,-1,-1,-1,0,-1,-1,9000305,9000305,0
19000500,,9000500,9000500,-1,-1,-1,-1,0,-1,-1,9000500,9000500,0
19000501,,9000501,9000501,-1,-1,-1,-1,0,-1,-1,9000502,9000502,0
19000550,,9000503,9000503,-1,-1,-1,-1,0,-1,-1,9000503,9000503,0
19000551,,9000504,9000504,-1,-1,-1,-1,0,-1,-1,9000504,9000504,0
19000552,,9000505,9000505,-1,-1,-1,-1,0,-1,-1,9000505,9000505,0
19000553,,9000506,9000506,-1,-1,-1,-1,0,-1,-1,9000506,9000506,0
19000600,,9000600,9000600,-1,-1,-1,-1,0,-1,-1,9000600,9000600,0
19000601,,9000601,9000601,-1,-1,-1,-1,0,-1,-1,9000601,9000601,0
19000602,,9000602,9000602,-1,-1,-1,-1,0,-1,-1,9000602,9000602,0
19000603,,9000603,9000603,-1,-1,-1,-1,0,-1,-1,9000603,9000603,0
19000700,,9000700,9000700,-1,-1,-1,-1,0,-1,-1,9000700,9000700,0
19000701,,9000701,9000701,-1,-1,-1,-1,0,-1,-1,9000701,9000701,0
19000702,,9000702,9000702,-1,-1,-1,-1,0,-1,-1,9000702,9000702,0
19000703,,9000703,9000703,-1,-1,-1,-1,0,-1,-1,9000703,9000703,0
19000704,,9000704,9000704,-1,-1,-1,-1,0,-1,-1,9000704,9000704,0
19000705,,9000705,9000705,-1,-1,-1,-1,0,-1,-1,9000705,9000705,0
19000706,,9000706,9000706,-1,-1,-1,-1,0,-1,-1,9000706,9000706,0
19000707,,9000707,9000707,-1,-1,-1,-1,0,-1,-1,9000707,9000707,0
19000708,,9000708,9000708,-1,-1,-1,-1,0,-1,-1,9000708,9000708,0
19000800,,9000800,9000800,-1,-1,-1,-1,0,-1,-1,9000800,9000800,0
19000801,,9000801,9000801,-1,-1,-1,-1,0,-1,-1,9000801,9000801,0
19000802,,9000802,9000802,-1,-1,-1,-1,0,-1,-1,9000802,9000802,0
19000803,,9000803,9000803,-1,-1,-1,-1,0,-1,-1,9000803,9000803,0
19000804,,9000804,9000804,-1,-1,-1,-1,0,-1,-1,9000804,9000804,0
19000900,,9000900,9000900,-1,-1,-1,-1,0,-1,-1,9000900,9000900,0
19000901,,9000901,9000901,-1,-1,-1,-1,0,-1,-1,9000901,9000901,0
19001000,,9001000,9001000,-1,-1,-1,-1,0,-1,-1,9001000,9001000,0
19001001,,9001001,9001001,-1,-1,-1,-1,0,-1,-1,9001001,9001001,0
19001002,,9001002,9001002,-1,-1,-1,-1,0,-1,-1,9001002,9001002,0
19001100,,9001100,9001100,-1,-1,-1,-1,0,-1,-1,9001100,9001100,0
19001200,,9001200,9001200,-1,-1,-1,-1,0,-1,-1,9001200,9001200,0
19001201,,9001201,9001201,-1,-1,-1,-1,0,-1,-1,9001201,9001201,0
19001202,,9001202,9001202,-1,-1,-1,-1,0,-1,-1,9001202,9001202,0
19001203,,9001203,9001203,-1,-1,-1,-1,0,-1,-1,9001203,9001203,0
19001204,,9001204,9001204,-1,-1,-1,-1,0,-1,-1,9001204,9001204,0
19001205,,9001205,9001205,-1,-1,-1,-1,0,-1,-1,9001205,9001205,0
19001300,,9001300,9001300,-1,-1,-1,-1,0,-1,-1,9001300,9001300,0
19001301,,9001301,9001301,-1,-1,-1,-1,0,-1,-1,9001301,9001301,0
19001302,,9001302,9001302,-1,-1,-1,-1,0,-1,-1,9001302,9001302,0
19001303,,9001303,9001303,-1,-1,-1,-1,0,-1,-1,9001303,9001303,0
19001400,,9001400,9001400,-1,-1,-1,-1,0,-1,-1,9001400,9001400,0
19001401,,9001402,9001402,-1,-1,-1,-1,0,-1,-1,9001402,9001402,0
19001402,,9001403,9001403,-1,-1,-1,-1,0,-1,-1,9001403,9001403,0
19001500,,9001500,9001500,-1,-1,-1,-1,0,-1,-1,9001500,9001500,0
19001501,,9001501,9001501,-1,-1,-1,-1,0,-1,-1,9001502,9001502,0
19001502,,9001503,9001503,-1,-1,-1,-1,0,-1,-1,9001503,9001503,0
19001550,,9001504,9001504,-1,-1,-1,-1,0,-1,-1,9001504,9001504,0
19001551,,9001505,9001505,-1,-1,-1,-1,0,-1,-1,9001505,9001505,0
19001600,,9001600,9001600,-1,-1,-1,-1,0,-1,-1,9001600,9001600,0
19001601,,9001601,9001601,-1,-1,-1,-1,0,-1,-1,9001602,9001602,0
19001602,,9001603,9001603,-1,-1,-1,-1,0,-1,-1,9001603,9001603,0
19001650,,9001604,9001604,-1,-1,-1,-1,0,-1,-1,9001604,9001604,0
19001651,,9001605,9001605,-1,-1,-1,-1,0,-1,-1,9001605,9001605,0
19001700,,9001700,9001700,-1,-1,-1,-1,0,-1,-1,9001700,9001700,0
19001701,,9001701,9001701,-1,-1,-1,-1,0,-1,-1,9001701,9001701,0
19001800,,9001800,9001800,-1,-1,-1,-1,0,-1,-1,9001800,9001800,0
19001801,,9001801,9001801,-1,-1,-1,-1,0,-1,-1,9001801,9001801,0
19001900,,90000000,9001904,-1,-1,-1,-1,0,-1,-1,90000000,9001904,0
19002000,,9002000,9002000,-1,-1,-1,-1,0,-1,-1,9002000,9002000,0
19002001,,9002001,9002001,-1,-1,-1,-1,0,-1,-1,9002001,9002001,0
19002100,,9002100,9002100,-1,-1,-1,-1,0,-1,-1,9002100,9002100,0
19002110,,9002101,9002101,-1,-1,-1,-1,0,-1,-1,9002101,9002101,0
19002130,,9002103,9002103,-1,-1,-1,-1,0,-1,-1,9002103,9002103,0
19002140,,9002104,9002104,-1,-1,-1,-1,0,-1,-1,9002104,9002104,0
19002141,,9002105,9002105,-1,-1,-1,-1,0,-1,-1,9002105,9002105,0
19002150,,9002200,9002200,-1,-1,-1,-1,0,-1,-1,9002200,9002200,0
19002151,,9002201,9002201,-1,-1,-1,-1,0,-1,-1,9002201,9002201,0
19002152,,9002202,9002202,-1,-1,-1,-1,0,-1,-1,9002202,9002202,0
19002160,,9002302,9002302,-1,-1,-1,-1,0,-1,-1,9002302,9002302,0
19002161,,9002303,9002303,-1,-1,-1,-1,0,-1,-1,9002303,9002303,0
19002170,,9002400,9002400,-1,-1,-1,-1,0,-1,-1,9002400,9002400,0
19002171,,9002401,9002401,-1,-1,-1,-1,0,-1,-1,9002401,9002401,0
19002200,,9002100,9002100,-1,-1,-1,-1,0,-1,-1,9002100,9002100,0
19002210,,9002101,9002101,-1,-1,-1,-1,0,-1,-1,9002101,9002101,0
19002230,,9002103,9002103,-1,-1,-1,-1,0,-1,-1,9002103,9002103,0
19002240,,9002104,9002104,-1,-1,-1,-1,0,-1,-1,9002104,9002104,0
19002241,,9002105,9002105,-1,-1,-1,-1,0,-1,-1,9002105,9002105,0
19002250,,9002200,9002200,-1,-1,-1,-1,0,-1,-1,9002200,9002200,0
19002251,,9002201,9002201,-1,-1,-1,-1,0,-1,-1,9002201,9002201,0
19002252,,9002202,9002202,-1,-1,-1,-1,0,-1,-1,9002202,9002202,0
19002260,,9001402,9001402,-1,-1,-1,-1,0,-1,-1,9001402,9001402,0
19002261,,9001403,9001403,-1,-1,-1,-1,0,-1,-1,9001403,9001403,0
19002280,,9002500,9002500,-1,-1,-1,-1,0,-1,-1,9002500,9002500,0
19002281,,9002501,9002501,-1,-1,-1,-1,0,-1,-1,9002501,9002501,0
20000000,,10000000,10000000,-1,30001,-1,-1,0,-1,-1,10000000,10000000,0
20000001,,10000001,10000001,-1,-1,-1,-1,0,-1,-1,10000001,10000001,0
20000002,,10000002,10000002,-1,-1,-1,-1,0,-1,-1,10000002,10000002,0
20000003,,10000003,10000003,-1,-1,-1,-1,0,-1,-1,10000003,10000003,0
20000004,,10000004,10000004,-1,-1,-1,-1,0,-1,-1,10000004,10000004,0
20000005,,10000005,10000005,-1,-1,-1,-1,0,-1,-1,10000005,10000005,0
20000006,,10000006,10000006,-1,-1,-1,-1,0,-1,-1,10000006,10000006,0
20000100,,10000100,10000100,-1,30001,-1,-1,0,-1,-1,10000100,10000100,0
20000101,,10000101,10000101,-1,-1,-1,-1,0,-1,-1,10000101,10000101,0
20000102,,10000102,10000102,-1,-1,-1,-1,0,-1,-1,10000102,10000102,0
20000200,,10000200,10000200,-1,-1,-1,-1,0,-1,-1,10000200,10000200,0
20000300,,10000201,10000201,-1,-1,-1,-1,0,-1,-1,10000201,10000201,0
20000400,,10000202,10000202,-1,-1,-1,-1,0,-1,-1,10000202,10000202,0
20000500,,10000300,10000300,-1,30001,-1,-1,0,-1,-1,10000300,10000300,0
20000501,,10000301,10000301,-1,-1,-1,-1,0,-1,-1,10000301,10000301,0
20000502,,10000302,10000302,-1,-1,-1,-1,0,-1,-1,10000302,10000302,0
20000600,,10000400,10000400,-1,30001,-1,-1,0,-1,-1,10000400,10000400,0
20000601,,10000401,10000401,-1,-1,-1,-1,0,-1,-1,10000401,10000401,0
20000602,,10000402,10000402,-1,-1,-1,-1,0,-1,-1,10000402,10000402,0
20000603,,10000403,10000403,-1,-1,-1,-1,0,-1,-1,10000403,10000403,0
20000604,,10000404,10000404,-1,-1,-1,-1,0,-1,-1,10000404,10000404,0
20000605,,10000405,10000405,-1,-1,-1,-1,0,-1,-1,10000405,10000405,0
20000606,,10000406,10000406,-1,-1,-1,-1,0,-1,-1,10000406,10000406,0
20000607,,10000407,10000407,-1,-1,-1,-1,0,-1,-1,10000407,10000407,0
20000700,,10000500,10000500,-1,30001,-1,-1,0,-1,-1,10000500,10000500,0
20000701,,10000501,10000501,-1,-1,-1,-1,0,-1,-1,10000501,10000501,0
20000702,,10000502,10000502,-1,-1,-1,-1,0,-1,-1,10000502,10000502,0
20000703,,10000503,10000503,-1,-1,-1,-1,0,-1,-1,10000503,10000503,0
20000704,,10000504,10000504,-1,-1,-1,-1,0,-1,-1,10000504,10000504,0
20000705,,10000505,10000505,-1,-1,-1,-1,0,-1,-1,10000505,10000505,0
20000706,,10000506,10000506,-1,-1,-1,-1,0,-1,-1,10000506,10000506,0
20000707,,10000507,10000507,-1,-1,-1,-1,0,-1,-1,10000507,10000507,0
20000800,,10000600,10000600,-1,30001,-1,-1,0,-1,-1,10000600,10000600,0
20000801,,10000601,10000601,-1,-1,-1,-1,0,-1,-1,10000601,10000601,0
20000802,,10000602,10000602,-1,-1,-1,-1,0,-1,-1,10000602,10000602,0
20000803,,10000603,10000603,-1,-1,-1,-1,0,-1,-1,10000603,10000603,0
20000804,,10000604,10000604,-1,-1,-1,-1,0,-1,-1,10000604,10000604,0
20000805,,10000605,10000605,-1,-1,-1,-1,0,-1,-1,10000605,10000605,0
20000806,,10000606,10000606,-1,-1,-1,-1,0,-1,-1,10000606,10000606,0
20000900,,10000700,10000700,-1,30001,-1,-1,0,-1,-1,10000700,10000700,0
20000901,,10000701,10000701,-1,-1,-1,-1,0,-1,-1,10000701,10000701,0
20000902,,10000702,10000702,-1,-1,-1,-1,0,-1,-1,10000702,10000702,0
20000903,,10000703,10000703,-1,-1,-1,-1,0,-1,-1,10000703,10000703,0
20000904,,10000704,10000704,-1,-1,-1,-1,0,-1,-1,10000704,10000704,0
20000905,,10000705,10000705,-1,-1,-1,-1,0,-1,-1,10000705,10000705,0
20001000,,10000800,10000800,-1,30001,-1,-1,0,-1,-1,10000800,10000800,0
20001001,,10000801,10000801,-1,-1,-1,-1,0,-1,-1,10000801,10000801,0
20001002,,10000802,10000802,-1,-1,-1,-1,0,-1,-1,10000802,10000802,0
20001003,,10000803,10000803,-1,-1,-1,-1,0,-1,-1,10000803,10000803,0
20001004,,10000804,10000804,-1,-1,-1,-1,0,-1,-1,10000804,10000804,0
20001005,,10000805,10000805,-1,-1,-1,-1,0,-1,-1,10000805,10000805,0
20001006,,10000806,10000806,-1,-1,-1,-1,0,-1,-1,10000806,10000806,0
20001100,,10000900,10000900,-1,30001,-1,-1,0,-1,-1,10000900,10000900,0
20001101,,10000901,10000901,-1,-1,-1,-1,0,-1,-1,10000901,10000901,0
20001102,,10000902,10000902,-1,-1,-1,-1,0,-1,-1,10000902,10000902,0
20001103,,10000903,10000903,-1,-1,-1,-1,0,-1,-1,10000903,10000903,0
20001104,,10000904,10000904,-1,-1,-1,-1,0,-1,-1,10000904,10000904,0
20001105,,10000905,10000905,-1,-1,-1,-1,0,-1,-1,10000905,10000905,0
20001200,,10001000,10001000,-1,30001,-1,-1,0,-1,-1,10001000,10001000,0
20001201,,10001001,10001001,-1,-1,-1,-1,0,-1,-1,10001001,10001001,0
20001202,,10001002,10001002,-1,-1,-1,-1,0,-1,-1,10001002,10001002,0
20001203,,10001003,10001003,-1,-1,-1,-1,0,-1,-1,10001003,10001003,0
20001250,,10001004,10001004,-1,30001,-1,-1,0,-1,-1,10001004,10001004,0
20001251,,10001005,10001005,-1,-1,-1,-1,0,-1,-1,10001005,10001005,0
20001300,,10001100,10001100,-1,-1,-1,-1,0,-1,-1,10001100,10001100,0
20001400,,10001101,10001101,-1,-1,-1,-1,0,-1,-1,10001101,10001101,0
20001500,,10001103,10001103,-1,-1,-1,-1,0,-1,-1,10001103,10001103,0
20001600,,10001200,10001200,-1,-1,-1,-1,0,-1,-1,10001200,10001200,0
20001601,,10001202,10001202,-1,-1,-1,-1,0,-1,-1,10001202,10001202,0
20001700,,10001300,10001300,-1,30001,-1,-1,0,-1,-1,10001300,10001300,0
20001701,,10001301,10001301,-1,-1,-1,-1,0,-1,-1,10001301,10001301,0
20001702,,10001302,10001302,-1,-1,-1,-1,0,-1,-1,10001302,10001302,0
20001800,,10001400,10001400,-1,30001,-1,-1,0,-1,-1,10001400,10001400,0
20001801,,10001401,10001401,-1,-1,-1,-1,0,-1,-1,10001401,10001401,0
20001802,,10001402,10001402,-1,-1,-1,-1,0,-1,-1,10001402,10001402,0
20001803,,10001403,10001403,-1,-1,-1,-1,0,-1,-1,10001403,10001403,0
20001804,,10001404,10001404,-1,-1,-1,-1,0,-1,-1,10001404,10001404,0
20001805,,10001405,10001405,-1,-1,-1,-1,0,-1,-1,10001405,10001405,0
20001900,,10001500,10001500,-1,30001,-1,-1,0,-1,-1,10001500,10001500,0
20001901,,10001501,10001501,-1,-1,-1,-1,0,-1,-1,10001501,10001501,0
20001902,,10001502,10001502,-1,-1,-1,-1,0,-1,-1,10001502,10001502,0
20001903,,10001503,10001503,-1,-1,-1,-1,0,-1,-1,10001503,10001503,0
20001904,,10001504,10001504,-1,-1,-1,-1,0,-1,-1,10001504,10001504,0
20001905,,10001505,10001505,-1,-1,-1,-1,0,-1,-1,10001505,10001505,0
21000000,,11000000,11000000,-1,20001,-1,-1,0,-1,-1,11000000,11000000,0
21000001,,11000003,11000003,-1,-1,-1,-1,0,-1,-1,11000003,11000003,0
21000002,,11000004,11000004,-1,-1,-1,-1,0,-1,-1,11000004,11000004,0
21000003,,11000005,11000005,-1,-1,-1,-1,0,-1,-1,11000005,11000005,0
21000004,,11000006,11000006,-1,-1,-1,-1,0,-1,-1,11000006,11000006,0
21000005,,11000007,11000007,-1,-1,-1,-1,0,-1,-1,11000007,11000007,0
21000006,,11000008,11000008,-1,-1,-1,-1,0,-1,-1,11000008,11000008,0
21000007,,11000009,11000009,-1,-1,-1,-1,0,-1,-1,11000009,11000009,0
21000050,,11000001,11000001,-1,20001,-1,-1,0,-1,-1,11000001,11000001,0
21000051,,11000002,11000002,-1,-1,-1,-1,0,-1,-1,11000002,11000002,0
21000052,,11000003,11000003,-1,-1,-1,-1,0,-1,-1,11000003,11000003,0
21000053,,11000004,11000004,-1,-1,-1,-1,0,-1,-1,11000004,11000004,0
21000054,,11000005,11000005,-1,-1,-1,-1,0,-1,-1,11000005,11000005,0
21000055,,11000006,11000006,-1,-1,-1,-1,0,-1,-1,11000006,11000006,0
21000056,,11000007,11000007,-1,-1,-1,-1,0,-1,-1,11000007,11000007,0
21000057,,11000008,11000008,-1,-1,-1,-1,0,-1,-1,11000008,11000008,0
21000058,,11000009,11000009,-1,-1,-1,-1,0,-1,-1,11000009,11000009,0
21000100,,11000100,11000100,-1,20001,-1,-1,0,-1,-1,11000100,11000100,0
21000101,,11000101,11000101,-1,-1,-1,-1,0,-1,-1,11000101,11000101,0
21000200,,11000200,11000200,-1,-1,-1,-1,0,-1,-1,11000200,11000200,0
21000201,,11000201,11000201,-1,-1,-1,-1,0,-1,-1,11000201,11000201,0
21000300,,11000300,11000300,-1,-1,-1,-1,0,-1,-1,11000300,11000300,0
21000301,,11000301,11000301,-1,-1,-1,-1,0,-1,-1,11000301,11000301,0
21000302,,11000302,11000302,-1,-1,-1,-1,0,-1,-1,11000302,11000302,0
21000303,,11000303,11000303,-1,-1,-1,-1,0,-1,-1,11000303,11000303,0
21000304,,11000304,11000304,-1,-1,-1,-1,0,-1,-1,11000304,11000304,0
21000400,,11000400,11000400,-1,-1,-1,-1,0,-1,-1,11000400,11000400,0
21000401,,11000401,11000401,-1,-1,-1,-1,0,-1,-1,11000401,11000401,0
21000402,,11000402,11000402,-1,-1,-1,-1,0,-1,-1,11000402,11000402,0
21000403,,11000403,11000403,-1,-1,-1,-1,0,-1,-1,11000403,11000403,0
21000500,,11000500,11000500,-1,-1,-1,-1,0,-1,-1,11000500,11000500,0
21000501,,11000501,11000501,-1,-1,-1,-1,0,-1,-1,11000501,11000501,0
21000502,,11000502,11000502,-1,-1,-1,-1,0,-1,-1,11000502,11000502,0
21000503,,11000503,11000503,-1,-1,-1,-1,0,-1,-1,11000503,11000503,0
21000504,,11000504,11000504,-1,-1,-1,-1,0,-1,-1,11000504,11000504,0
21000505,,11000508,11000508,-1,-1,-1,-1,0,-1,-1,11000508,11000508,0
21000600,,11000600,11000600,-1,-1,-1,-1,0,-1,-1,11000600,11000600,0
21000601,,11000601,11000601,-1,-1,-1,-1,0,-1,-1,11000601,11000601,0
21000602,,11000602,11000602,-1,-1,-1,-1,0,-1,-1,11000602,11000602,0
21000700,,11000700,11000700,-1,20000,-1,-1,0,-1,-1,11000700,11000700,0
21000701,,11000701,11000701,-1,-1,-1,-1,0,-1,-1,11000701,11000701,0
21000702,,11000702,11000702,-1,-1,-1,-1,0,-1,-1,11000702,11000702,0
21000703,,11000703,11000703,-1,-1,-1,-1,0,-1,-1,11000703,11000703,0
21000704,,11000704,11000704,-1,-1,-1,-1,0,-1,-1,11000704,11000704,0
21000800,,11000800,11000800,-1,20001,-1,-1,0,-1,-1,11000800,11000800,0
21000801,,11000801,11000801,-1,-1,-1,-1,0,-1,-1,11000801,11000801,0
21000900,,11000900,11000900,-1,-1,-1,-1,0,-1,-1,11000900,11000900,0
21001000,,11000901,11000901,-1,-1,-1,-1,0,-1,-1,11000901,11000901,0
21001100,,11000902,11000902,-1,-1,-1,-1,0,-1,-1,11000902,11000902,0
21001200,,11001001,11001001,-1,-1,-1,-1,0,-1,-1,11001001,11001001,0
21001250,,11001000,11001000,-1,-1,-1,-1,0,-1,-1,11001000,11001000,0
21001300,,11001100,11001100,-1,20001,-1,-1,0,-1,-1,11001100,11001100,0
21001301,,11001101,11001101,-1,-1,-1,-1,0,-1,-1,11001101,11001101,0
21001302,,11001102,11001102,-1,-1,-1,-1,0,-1,-1,11001102,11001102,0
21001303,,11001103,11001103,-1,-1,-1,-1,0,-1,-1,11001103,11001103,0
21001304,,11001104,11001104,-1,-1,-1,-1,0,-1,-1,11001104,11001104,0
21001305,,11001105,11001105,-1,-1,-1,-1,0,-1,-1,11001105,11001105,0
21001306,,11001106,11001106,-1,-1,-1,-1,0,-1,-1,11001106,11001106,0
21001307,,11001107,11001107,-1,-1,-1,-1,0,-1,-1,11001107,11001107,0
21001400,,11001200,11001200,-1,20001,-1,-1,0,-1,-1,11001200,11001200,0
21001401,,11001201,11001201,-1,-1,-1,-1,0,-1,-1,11001201,11001201,0
21001402,,11001202,11001202,-1,-1,-1,-1,0,-1,-1,11001202,11001202,0
21001403,,11001203,11001203,-1,-1,-1,-1,0,-1,-1,11001203,11001203,0
21001500,,11002000,11002000,-1,20001,-1,-1,0,-1,-1,11002000,11002000,0
21001501,,11002001,11002001,-1,-1,-1,-1,0,-1,-1,11002001,11002001,0
21001502,,11002002,11002002,-1,-1,-1,-1,0,-1,-1,11002002,11002002,0
21001503,,11002003,11002003,-1,-1,-1,-1,0,-1,-1,11002003,11002003,0
21001600,,11002100,11002100,-1,20001,-1,-1,0,-1,-1,11002100,11002100,0
21001601,,11002101,11002101,-1,-1,-1,-1,0,-1,-1,11002101,11002101,0
21001700,,11002200,11002200,-1,-1,-1,-1,0,-1,-1,11002200,11002200,0
21001701,,11002201,11002201,-1,-1,-1,-1,0,-1,-1,11002201,11002201,0
21001800,,11002300,11002300,-1,-1,-1,-1,0,-1,-1,11002300,11002300,0
21001801,,11002301,11002301,-1,-1,-1,-1,0,-1,-1,11002301,11002301,0
21001802,,11002302,11002302,-1,-1,-1,-1,0,-1,-1,11002302,11002302,0
21001803,,11002303,11002303,-1,-1,-1,-1,0,-1,-1,11002303,11002303,0
21001804,,11002304,11002304,-1,-1,-1,-1,0,-1,-1,11002304,11002304,0
21001805,,11002305,11002305,-1,-1,-1,-1,0,-1,-1,11002305,11002305,0
21001900,,11002400,11002400,-1,-1,-1,-1,0,-1,-1,11002400,11002400,0
21001901,,11002401,11002401,-1,-1,-1,-1,0,-1,-1,11002401,11002401,0
21001902,,11002402,11002402,-1,-1,-1,-1,0,-1,-1,11002402,11002402,0
21001903,,11002403,11002403,-1,-1,-1,-1,0,-1,-1,11002403,11002403,0
21001904,,11002404,11002404,-1,-1,-1,-1,0,-1,-1,11002404,11002404,0
21001950,,11002400,11002400,-1,-1,-1,-1,0,-1,-1,11002400,11002400,0
21001951,,11002401,11002401,-1,-1,-1,-1,0,-1,-1,11002401,11002401,0
21001952,,11002403,11002403,-1,-1,-1,-1,0,-1,-1,11002403,11002403,0
21001953,,11002404,11002404,-1,-1,-1,-1,0,-1,-1,11002404,11002404,0
21002000,,11002500,11002500,-1,-1,-1,-1,0,-1,-1,11002500,11002500,0
21002001,,11002501,11002501,-1,-1,-1,-1,0,-1,-1,11002501,11002501,0
21002002,,11002502,11002502,-1,-1,-1,-1,0,-1,-1,11002502,11002502,0
21002003,,11002503,11002503,-1,-1,-1,-1,0,-1,-1,11002503,11002503,0
21002004,,11002504,11002504,-1,-1,-1,-1,0,-1,-1,11002504,11002504,0
21002005,,11002505,11002505,-1,-1,-1,-1,0,-1,-1,11002505,11002505,0
21002006,,11002506,11002506,-1,-1,-1,-1,0,-1,-1,11002506,11002506,0
22000000,It's a blade of God. -- 神の姿に刃するものよ,12000000,12000000,-1,-1,-1,-1,0,-1,-1,12000000,12000000,0
22000001,My name is Gwindlin. -- 我が名はグウィンドリン,12000001,12000001,-1,-1,-1,-1,0,-1,-1,12000001,12000001,0
22000002,Thy profane shall never be forgiven. -- 汝の不敬は、決して許されるものではない,12000002,12000002,-1,-1,-1,-1,0,-1,-1,12000002,12000002,0
22000003,The night of Anole Rondo is good. -- アノール・ロンドの夜に果てるがよい,12000003,12000003,-1,-1,-1,-1,0,-1,-1,12000003,12000003,0
22000004,,12000004,12000004,-1,-1,-1,-1,0,-1,-1,12000004,12000004,0
22000005,,12000005,12000005,-1,-1,-1,-1,0,-1,-1,12000005,12000005,0
22000006,,12000006,12000006,-1,-1,-1,-1,0,-1,-1,12000006,12000006,0
22000007,,12000007,12000007,-1,-1,-1,-1,0,-1,-1,12000007,12000007,0
22000008,,12000008,12000008,-1,-1,-1,-1,0,-1,-1,12000008,12000008,0
22000009,,12000009,12000009,-1,-1,-1,-1,0,-1,-1,12000009,12000009,0
22000010,,12000010,12000010,-1,-1,-1,-1,0,-1,-1,12000010,12000010,0
22000011,,12000011,12000011,-1,-1,-1,-1,0,-1,-1,12000011,12000011,0
22000100,A profane person... -- 不敬者が…,12000100,12000100,-1,-1,-1,-1,0,-1,-1,12000100,12000100,0
22000101,"Not only the appearance of the princess, Susu to the grave of the great... -- 王女の姿のみならず、大王の墓所まで穢すとは…",12000101,12000101,-1,-1,-1,-1,0,-1,-1,12000101,12000101,0
22000102,"In the shade of the sun, in the name of Gwindlin -- 陰の太陽、グウィンドリンの名において",12000102,12000102,-1,-1,-1,-1,0,-1,-1,12000102,12000102,0
22000103,Never think you'll be forgiven! -- 決して、許されるものと思うなよ！,12000103,12000103,-1,-1,-1,-1,0,-1,-1,12000103,12000103,0
22000200,The profane who was born in the dark... -- 闇に生まれた不敬者が…,12000200,12000200,-1,-1,-1,-1,0,-1,-1,12000200,12000200,0
22000201,"To you, The Curse of eternity... -- 貴様に、永遠の呪いを…",12000201,12000201,-1,-1,-1,-1,0,-1,-1,12000201,12000201,0
22000202,,12000202,12000202,-1,-1,-1,-1,0,-1,-1,12000202,12000202,0
22000203,,12000203,12000203,-1,-1,-1,-1,0,-1,-1,12000203,12000203,0
22000204,,12000204,12000204,-1,-1,-1,-1,0,-1,-1,12000204,12000204,0
22000300,Stop. -- 止まりなさい,12000300,12000300,-1,-1,-1,-1,0,-1,-1,12000300,12000300,0
22000301,"Beyond this, the tomb of the Great Gwin -- これより先は、大王グウィンの墓所",12000301,12000301,-1,-1,-1,-1,0,-1,-1,12000301,12000301,0
22000302,No one is allowed to Susu this. -- 何人であれ、これを穢すことは許されない,12000302,12000302,-1,-1,-1,-1,0,-1,-1,12000302,12000302,0
22000400,,12000400,12000400,-1,-1,-1,-1,0,-1,-1,12000400,12000400,0
22000500,Good went back. The Sword of the Dark Moon. -- よくぞ戻った。暗月の剣よ,12000401,12000401,-1,-1,-1,-1,0,-1,-1,12000401,12000401,0
22000600,"Good, dark Moon sword. -- よいだろう、暗月の剣よ",12000402,12000402,-1,-1,-1,-1,0,-1,-1,12000402,12000402,0
22000700,,12000403,12000403,-1,-1,-1,-1,0,-1,-1,12000403,12000403,0
22000800,The stupid... -- 愚かな…,12000502,12000502,-1,-1,-1,-1,0,-1,-1,12000502,12000502,0
22000900,The sun in the shadows. -- 陰の太陽の信徒よ,12000600,12000600,-1,-1,-1,-1,0,-1,-1,12000600,12000600,0
22000901,Good came here and heard my voice -- よくぞここに至り、我の声を聞いた,12000601,12000601,-1,-1,-1,-1,0,-1,-1,12000601,12000601,0
22000902,Thou shalt be my pledge and be a sword to hunt the enemies of God. -- 汝、我の誓約者となり神の敵を狩る剣となる,12000602,12000602,-1,-1,-1,-1,0,-1,-1,12000602,12000602,0
