#ShopLineupParam=SHOP_LINEUP_PARAM
ID,Name,EquipId,value,mtrlId,EventFlag,qwcID,sellQuantity,shopType,equipType,value_SAN,pad1,PriceRate
118011,,294,-1,-1,-1,70000115,-1,0,3,-1,-,1.6
118012,,297,-1,-1,-1,70000115,-1,0,3,-1,-,1
118013,,302,-1,-1,-1,70000115,-1,0,3,-1,-,1
118014,,334,-1,-1,-1,70000115,-1,0,3,-1,-,1
118015,,380,-1,-1,-1,70000115,-1,0,3,-1,-,20
118016,,455,-1,-1,-1,70000115,-1,0,3,-1,-,1
118017,,459,-1,-1,-1,70000115,-1,0,3,-1,-,1
118018,,400200,-1,-1,-1,70000115,-1,0,0,-1,-,1
118100,,500,-1,-1,73501060,70000425,4,0,3,-1,-,2.5
118200,,241,-1,-1,73501070,70000426,1,0,3,-1,-,2
118300,,20720,-1,-1,73501080,70000427,1,0,2,-1,-,1
119000,,10170000,-1,-1,75001000,70000121,1,0,0,-1,-,1
119001,,240,-1,-1,75001010,70000121,1,0,3,-1,-,1
119002,,241,-1,-1,75001020,70000121,1,0,3,-1,-,1
119003,,500,-1,-1,75001030,70000121,5,0,3,-1,-,1.25
119004,,455,-1,-1,-1,70000133,-1,0,3,-1,-,1
119005,,457,-1,-1,75001040,70000121,3,0,3,-1,-,1
119900,,280,-1,-1,-1,-1,-1,0,3,-1,-,2
119901,,350,-1,-1,-1,-1,-1,0,3,-1,-,1
119902,,370,-1,-1,-1,-1,-1,0,3,-1,-,1
119903,,500,-1,-1,74001910,-1,2,0,3,-1,-,1.25
119904,,100,-1,-1,6800,-1,1,0,3,-1,-,1
119905,,385,-1,-1,6820,-1,1,0,3,-1,-,1
119906,,2013,-1,-1,74001020,-1,1,0,3,-1,-,1
119907,,20160,-1,-1,74001920,-1,1,0,2,-1,-,1
119950,,92000000,-1,-1,74001930,9307,1,0,1,-1,-,1
119951,,92001000,-1,-1,74001940,9307,1,0,1,-1,-,1
119952,,92002000,-1,-1,74001950,9307,1,0,1,-1,-,1
119953,,92003000,-1,-1,74001960,9307,1,0,1,-1,-,1
120000,,1010000,-1,-1,-1,-1,-1,0,0,-1,-,1
120001,,2010000,-1,-1,-1,-1,-1,0,0,-1,-,1
120002,,6000000,-1,-1,-1,-1,-1,0,0,-1,-,1
120003,,8010000,-1,-1,-1,-1,-1,0,0,-1,-,1
120004,,9000000,-1,-1,-1,-1,-1,0,0,-1,-,1
120005,,14040000,-1,-1,-1,-1,-1,0,0,-1,-,1
120006,,20000000,-1,-1,-1,-1,-1,0,0,-1,-,1
120007,,20030000,-1,-1,-1,-1,-1,0,0,-1,-,1
120008,,20120000,-1,-1,-1,-1,-1,0,0,-1,-,1
120009,,20170000,-1,-1,-1,-1,-1,0,0,-1,-,1
120010,,74500000,-1,-1,-1,-1,-1,0,1,-1,-,1
120011,,74501000,-1,-1,-1,-1,-1,0,1,-1,-,1
120012,,74502000,-1,-1,-1,-1,-1,0,1,-1,-,1
120013,,74503000,-1,-1,-1,-1,-1,0,1,-1,-,1
120014,,40200000,-1,-1,-1,-1,-1,0,1,-1,-,1
120015,,270,-1,-1,-1,-1,-1,0,3,-1,-,1
120016,,292,-1,-1,-1,-1,-1,0,3,-1,-,1
120017,,299,-1,-1,-1,-1,-1,0,3,-1,-,1
120018,,310,-1,-1,-1,-1,-1,0,3,-1,-,1
120019,,500,-1,-1,73001000,-1,3,0,3,-1,-,1
120020,,400000,-1,-1,-1,-1,-1,0,0,-1,-,1
120021,,400100,-1,-1,-1,-1,-1,0,0,-1,-,1
120022,,404000,-1,-1,-1,-1,-1,0,0,-1,-,1
120100,,3000000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120101,,6040000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120102,,8240000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120103,,10020000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120104,,13220000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120105,,14010000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120106,,20160000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120107,,21040000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120108,,19500000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120109,,19501000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120110,,19502000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120111,,19503000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120112,,23002000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120113,,23003000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120114,,23101000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120115,,23100000,-1,-1,-1,70000150,-1,0,1,-1,-,1
120116,,280,-1,-1,-1,70000150,-1,0,3,-1,-,1
120117,,300,-1,-1,73001010,70000153,6,0,3,-1,-,1
120118,,500,-1,-1,73001020,70000150,4,0,3,-1,-,1
120119,,400300,-1,-1,-1,70000150,-1,0,0,-1,-,1
120120,,404100,-1,-1,-1,70000150,-1,0,0,-1,-,1
120121,,404200,-1,-1,-1,70000150,-1,0,0,-1,-,1
120122,,240,-1,-1,73001030,70000150,1,0,3,-1,-,1
120124,,4070000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120125,,21060000,-1,-1,-1,70000150,-1,0,0,-1,-,1
120200,,400500,-1,-1,-1,70000151,-1,0,0,-1,-,1
120201,,402000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120202,,402200,-1,-1,-1,70000151,-1,0,0,-1,-,1
120203,,404400,-1,-1,-1,70000151,-1,0,0,-1,-,1
120204,,240,-1,-1,73001040,70000151,1,0,3,-1,-,1
120205,,241,-1,-1,73001050,70000151,1,0,3,-1,-,1
120206,,1020,-1,-1,73001060,70000151,3,0,3,-1,-,1
120207,,1030,-1,-1,73001070,70000151,3,0,3,-1,-,1
120208,,1070000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120209,,2060000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120210,,6100000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120211,,9090000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120212,,14100000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120213,,21010000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120214,,22010000,-1,-1,-1,70000151,-1,0,0,-1,-,1
120300,,300,-1,-1,-1,70000152,-1,0,3,-1,-,1
120301,,500,-1,-1,73001080,70000152,6,0,3,-1,-,1
120302,,404500,-1,-1,-1,70000152,-1,0,0,-1,-,1
120303,,404600,-1,-1,-1,70000152,-1,0,0,-1,-,1
130100,,1200000,-1,-1,73301100,-1,1,0,3,-1,-,1
130101,,1300000,-1,-1,73301110,-1,1,0,3,-1,-,1
130102,,1301000,-1,-1,73301120,-1,1,0,3,-1,-,1
130103,,1302000,-1,-1,73301130,-1,1,0,3,-1,-,1
130104,,1303000,-1,-1,73301180,-1,1,0,3,-1,-,1
130105,,1310000,-1,-1,73301190,-1,1,0,3,-1,-,1
130106,,1330000,-1,-1,73301200,-1,1,0,3,-1,-,1
130107,,1374000,-1,-1,73301210,-1,1,0,3,-1,-,1
130108,,1375000,-1,-1,73301140,-1,1,0,3,-1,-,1
130109,,1354000,-1,-1,73301150,-1,1,0,3,-1,-,1
130110,,1356000,-1,-1,73301160,-1,1,0,3,-1,-,1
130200,,1740000,-1,-1,73301170,70000200,1,0,3,-1,-,1
130300,,1210000,-1,-1,73301220,70000201,1,0,3,-1,-,1
130301,,1372000,-1,-1,73301240,70000201,1,0,3,-1,-,1
130400,,1304000,-1,-1,73301260,70000202,1,0,3,-1,-,1
130401,,1306000,-1,-1,73301270,70000202,1,0,3,-1,-,1
130500,,1305000,-1,-1,73301280,70000203,1,0,3,-1,-,1
130501,,1307000,-1,-1,73301290,70000203,1,0,3,-1,-,1
130502,,1312000,-1,-1,73301300,70000203,1,0,3,-1,-,1
130600,,1340000,-1,-1,73301310,70000204,1,0,3,-1,-,1
130601,,1341000,-1,-1,73301320,70000204,1,0,3,-1,-,1
130602,,1353000,-1,-1,73301330,70000204,1,0,3,-1,-,1
130603,,1350000,-1,-1,73301230,70000204,1,0,3,-1,-,1
130604,,1651000,-1,-1,73301250,70000204,1,0,3,-1,-,1
140000,,28000000,-1,-1,-1,-1,-1,0,1,-1,-,1
140001,,28001000,-1,-1,-1,-1,-1,0,1,-1,-,1
140002,,28002000,-1,-1,-1,-1,-1,0,1,-1,-,1
140003,,28003000,-1,-1,-1,-1,-1,0,1,-1,-,1
140100,,2400000,-1,-1,73101200,-1,1,0,3,-1,-,1
140101,,2405000,-1,-1,73101210,-1,1,0,3,-1,-,1
140102,,2411000,-1,-1,73101220,-1,1,0,3,-1,-,1
140103,,2431000,-1,-1,73101230,-1,1,0,3,-1,-,1
140200,,2402000,-1,-1,73101250,70000250,1,0,3,-1,-,1
140201,,2562000,-1,-1,73101260,70000250,1,0,3,-1,-,1
140202,,2620000,-1,-1,73101270,70000250,1,0,3,-1,-,1
140203,,2420000,-1,-1,73101240,70000250,1,0,3,-1,-,1
140300,,2422000,-1,-1,73101280,70000251,1,0,3,-1,-,1
140301,,2435000,-1,-1,73101290,70000251,1,0,3,-1,-,1
140302,,2650000,-1,-1,73101300,70000251,1,0,3,-1,-,1
140400,,2450000,-1,-1,73101310,70000252,1,0,3,-1,-,1
140401,,2451000,-1,-1,73101320,70000252,1,0,3,-1,-,1
150100,,1603000,-1,-1,73901120,-1,1,0,3,-1,-,1
150101,,1613000,-1,-1,73901130,-1,1,0,3,-1,-,1
150200,,2452000,-1,-1,73901140,70000300,1,0,3,-1,-,1
150201,,2403000,-1,-1,73901150,70000300,1,0,3,-1,-,1
150202,,2436000,-1,-1,73901160,70000300,1,0,3,-1,-,1
150300,,2453000,-1,-1,73901170,70000301,1,0,3,-1,-,1
150301,,2610000,-1,-1,73901180,70000301,1,0,3,-1,-,1
150400,,3770000,-1,-1,73901190,70000302,1,0,3,-1,-,1
150401,,3554000,-1,-1,73901200,70000302,1,0,3,-1,-,1
150500,,3581000,-1,-1,73901210,70000303,1,0,3,-1,-,1
150501,,3640000,-1,-1,73901220,70000303,1,0,3,-1,-,1
150502,,3700000,-1,-1,73901230,70000303,1,0,3,-1,-,1
160000,,20310,-1,-1,73101600,-1,1,0,2,-1,-,1
160100,,3500000,-1,-1,73101610,-1,1,0,3,-1,-,1
160101,,3504000,-1,-1,73101620,-1,1,0,3,-1,-,1
160102,,3508000,-1,-1,73101630,-1,1,0,3,-1,-,1
160103,,3521000,-1,-1,73101640,-1,1,0,3,-1,-,1
160200,,3501000,-1,-1,73101650,70000350,1,0,3,-1,-,1
160201,,3520000,-1,-1,73101660,70000350,1,0,3,-1,-,1
160202,,3530000,-1,-1,73101670,70000350,1,0,3,-1,-,1
160300,,3507000,-1,-1,73101680,70000351,1,0,3,-1,-,1
160301,,3560000,-1,-1,73101690,70000351,1,0,3,-1,-,1
160302,,3760000,-1,-1,73101700,70000351,1,0,3,-1,-,1
160400,,3770000,-1,-1,73101710,70000352,1,0,3,-1,-,1
160401,,3554000,-1,-1,73101720,70000352,1,0,3,-1,-,1
160500,,3581000,-1,-1,73101730,70000353,1,0,3,-1,-,1
160501,,3640000,-1,-1,73101740,70000353,1,0,3,-1,-,1
160502,,3700000,-1,-1,73101750,70000353,1,0,3,-1,-,1
200000,,1020000,-1,-1,-1,-1,-1,0,0,-1,-,1
200001,,4010000,-1,-1,73501000,-1,2,0,0,-1,-,1
200002,,9010000,-1,-1,-1,-1,-1,0,0,-1,-,1
200003,,78001000,-1,-1,-1,-1,-1,0,1,-1,-,1
200004,,78002000,-1,-1,-1,-1,-1,0,1,-1,-,1
200005,,78003000,-1,-1,-1,-1,-1,0,1,-1,-,1
200006,,74000000,-1,-1,73501010,70000403,1,0,1,-1,-,1
200007,,74001000,-1,-1,73501020,70000403,1,0,1,-1,-,1
200008,,74002000,-1,-1,73501030,70000403,1,0,1,-1,-,1
200009,,74003000,-1,-1,73501040,70000403,1,0,1,-1,-,1
200010,,21140000,-1,-1,73501050,70000403,1,0,0,-1,-,1
200011,,294,-1,-1,-1,-1,-1,0,3,-1,-,1.6
200012,,297,-1,-1,-1,-1,-1,0,3,-1,-,1
200013,,302,-1,-1,-1,-1,-1,0,3,-1,-,1
200014,,334,-1,-1,-1,-1,-1,0,3,-1,-,1
200015,,380,-1,-1,-1,-1,-1,0,3,-1,-,20
200016,,455,-1,-1,-1,-1,-1,0,3,-1,-,1
200017,,459,-1,-1,-1,-1,-1,0,3,-1,-,1
200018,,400200,-1,-1,-1,-1,-1,0,0,-1,-,1
200100,,500,-1,-1,73501060,70000400,4,0,3,-1,-,2.5
200200,,241,-1,-1,73501070,70000401,1,0,3,-1,-,2
200300,,20720,-1,-1,73501080,70000402,1,0,2,-1,-,1
760000,,10170000,-1,-1,75001000,-1,1,0,0,-1,-,1
760001,,240,-1,-1,75001010,-1,1,0,3,-1,-,1
760002,,241,-1,-1,75001020,-1,1,0,3,-1,-,1
760003,,500,-1,-1,75001030,-1,5,0,3,-1,-,1.25
760004,,455,-1,-1,-1,-1,-1,0,3,-1,-,1
760005,,457,-1,-1,75001040,-1,3,0,3,-1,-,1
900000,Sword: Short Sword -- 剣：ショートソード,1000000,1,-1,19905700,-1,1,0,0,-1,-,1
900001,Shield: Buckler -- 盾：バックラー,1000100,12,-1,-1,-1,-1,0,0,-1,-,1
900002,Bow: Short Bow -- 弓：ショートボウ,1000200,123,-1,19905710,-1,12,0,0,-1,-,1
900003,Catalyst: Magician's Wand -- 触媒：魔術師の杖,1000300,1234,-1,-1,-1,-1,0,0,-1,-,1
900004,Armor _ Head 1: Funeral Knights -- 防具_頭1：葬送騎士,1000400,12345,-1,19905720,-1,123,0,0,-1,-,1
900005,Armor _ Head 2: Crimson Knight -- 防具_頭2：紅騎士,1000500,123456,-1,-1,-1,-1,0,0,-1,-,1
900006,Armor _ Torso 1: Funeral Knight -- 防具_胴1：葬送騎士,1000600,1234567,-1,19905730,-1,1234,0,0,-1,-,1
900007,Armor _ Torso 2: Crimson Knight -- 防具_胴2：紅騎士,1000700,12345678,-1,-1,-1,-1,0,0,-1,-,1
900008,Armor _ Hand 1: Funeral Knights -- 防具_手1：葬送騎士,1000800,123456789,-1,19905740,-1,5,0,0,-1,-,1
900009,Armor _ Hand 2: Crimson Knight -- 防具_手2：紅騎士,1000900,12345678,-1,-1,-1,-1,0,0,-1,-,1
900010,Armor _ Foot 1: Funeral Knight -- 防具_足1：葬送騎士,1001000,1234567,-1,19905750,-1,56,0,0,-1,-,1
900011,Armor _ Foot Two: -- 防具_足2：,1001100,123456,-1,-1,-1,-1,0,0,-1,-,1
900012,Ring 1: Equipment weight up -- 指輪1：装備重量アップ,1001200,12345,-1,19905760,-1,567,0,0,-1,-,1
900013,Ring 2: Pinch attack power up -- 指輪2：ピンチ攻撃力アップ,1001300,1234,-1,-1,-1,-1,0,0,-1,-,1
900014,Ring 3: The Dark Moon God's ring -- 指輪3：暗月神の指輪,1001400,123,-1,19905770,-1,5678,0,0,-1,-,1
900015,Ring 4: Ring of Thieves -- 指輪4：盗賊団の指輪,1001500,12,-1,-1,-1,-1,0,0,-1,-,1
900016,Ring 5: Stamina Recovery up -- 指輪5：スタミナ回復アップ,1010000,987654321,-1,19905780,-1,9,0,0,-1,-,1
900017,Arrow 1: Normal arrow -- 矢1：普通の矢,1010100,87654321,-1,-1,-1,-1,0,0,-1,-,1
900018,Arrow 2: Arrows -- 矢2：火矢,1010200,7654321,-1,19905790,-1,89,0,0,-1,-,1
900019,Arrow 3: Mantella -- 矢3：毒矢,1010300,654321,-1,-1,-1,-1,0,0,-1,-,1
900020,Tool 1: Reinforcement items -- 道具1：強化アイテム,1010400,54321,-1,19905800,-1,789,0,0,-1,-,1
900021,Tool 2: Reinforcement items -- 道具2：強化アイテム,1010500,4321,-1,-1,-1,-1,0,0,-1,-,1
900022,Tool 3: Reinforcement items -- 道具3：強化アイテム,1010600,321,-1,19905810,-1,6789,0,0,-1,-,1
900023,Tool 4: Reinforcement items -- 道具4：強化アイテム,1010700,21,-1,-1,-1,-1,0,0,-1,-,1
900024,Tool 5: Reinforcement items -- 道具5：強化アイテム,1010800,1,-1,19905820,-1,5,0,0,-1,-,1
900025,Tool 6: Reinforcement items -- 道具6：強化アイテム,1010900,21,-1,-1,-1,-1,0,0,-1,-,1
900026,Tool 7: Reinforcement items -- 道具7：強化アイテム,1011000,321,-1,19905830,-1,45,0,0,-1,-,1
900027,Tool 8: Reinforcement items -- 道具8：強化アイテム,1011100,4321,-1,-1,-1,-1,0,0,-1,-,1
900028,Tool 9: Reinforcement items -- 道具9：強化アイテム,1011200,54321,-1,19905840,-1,345,0,0,-1,-,1
900029,Tool 10: Reinforcement items -- 道具10：強化アイテム,1011300,654321,-1,-1,-1,-1,0,0,-1,-,1
900030,Tool 11: Reinforcement items -- 道具11：強化アイテム,1011400,7654321,-1,19905850,-1,2345,0,0,-1,-,1
900031,Tool 12: Reinforcement items -- 道具12：強化アイテム,1011500,87654321,-1,-1,-1,-1,0,0,-1,-,1
900032,Tool 13: Reinforcement items -- 道具13：強化アイテム,1000,1,-1,-1,-1,-1,0,3,-1,-,1
900033,Tool 14: Reinforcement items -- 道具14：強化アイテム,2001,1,-1,-1,-1,-1,0,3,-1,-,1
900034,Tool 15: Seoul -- 道具15：ソウル,1200000,1,-1,-1,-1,-1,0,3,-1,-,1
900035,Tool 16: Seoul -- 道具16：ソウル,23500000,1,-1,-1,-1,-1,0,1,-1,-,1
900036,Tool 17: Seoul -- 道具17：ソウル,400000,1,-1,-1,-1,-1,0,0,-1,-,1
900037,Tool 18: Seoul -- 道具18：ソウル,20000,1,-1,-1,-1,-1,0,2,-1,-,1
900038,Tool 19: Seoul -- 道具19：ソウル,270,1,-1,19905860,-1,1,0,3,-1,-,1
900039,Tool 20: Seoul -- 道具20：ソウル,271,12,-1,-1,-1,-1,0,3,-1,-,1
900040,Tool 21: Seoul -- 道具21：ソウル,272,123,-1,19905870,-1,63,0,3,-1,-,1
900041,Tool 22: Seoul -- 道具22：ソウル,276,1234,-1,-1,-1,-1,0,3,-1,-,1
900042,Tool 23: Seoul -- 道具23：ソウル,280,12345,-1,19905880,-1,255,0,3,-1,-,1
900043,Tool 24: Seoul -- 道具24：ソウル,290,123456,-1,-1,-1,-1,0,3,-1,-,1
900044,Tool 25: Seoul -- 道具25：ソウル,292,1234567,-1,19905890,-1,9999,0,3,-1,-,1
900045,Tool 26: Seoul -- 道具26：ソウル,400,12345678,-1,-1,-1,-1,0,3,-1,-,1
900046,Tool 27: Seoul -- 道具27：ソウル,401,123456789,-1,19905900,-1,1,0,3,-1,-,1
900047,Tool 28: Seoul -- 道具28：ソウル,402,9,-1,-1,-1,-1,0,3,-1,-,1
900048,Tool 29: Seoul -- 道具29：ソウル,403,98,-1,19905900,-1,12,0,3,-1,-,1
900049,Tool 30: Seoul -- 道具30：ソウル,404,987,-1,-1,-1,-1,0,3,-1,-,1
900050,,405,9876,-1,19905900,-1,123,0,3,-1,-,1
900051,,406,98765,-1,-1,-1,-1,0,3,-1,-,1
900052,,407,987654,-1,19905900,-1,1234,0,3,-1,-,1
900053,,408,9876543,-1,-1,-1,-1,0,3,-1,-,1
900054,,409,98765432,-1,19905900,-1,5,0,3,-1,-,1
900055,,410,987654321,-1,-1,-1,-1,0,3,-1,-,1
900056,,411,1,-1,19905900,-1,56,0,3,-1,-,1
900057,,412,21,-1,-1,-1,-1,0,3,-1,-,1
900058,,413,321,-1,19905900,-1,567,0,3,-1,-,1
900059,,414,4321,-1,-1,-1,-1,0,3,-1,-,1
900060,,415,54321,-1,19905900,-1,5678,0,3,-1,-,1
900061,,416,654321,-1,-1,-1,-1,0,3,-1,-,1
900062,,417,7654321,-1,19905900,-1,9,0,3,-1,-,1
900063,,418,87654321,-1,-1,-1,-1,0,3,-1,-,1
900064,,419,987654321,-1,19905900,-1,9999,0,3,-1,-,1
900065,,420,999999999,-1,-1,-1,-1,0,3,-1,-,1
