#CharaInitParam=CHARACTER_INIT_PARAM
ID,Name,BaseRec_mp,BaseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armor,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory1,equip_Accessory2,equip_Accessory3,equip_Accessory4,equip_Accessory5,Equip_Skill_01,Equip_Skill_02,Equip_Skill_03,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,Item_01,Item_02,Item_03,Item_04,Item_05,Item_06,Item_07,Item_08,Item_09,Item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,QWC_sb,QWC_mw,QWC_cd,soulLvl,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,bodyScaleHead,bodyScaleBreast,BodyScaleAbdomen,BodyScaleArm,BodyScaleLeg,gestureid0,gestureid1,gestureid2,gestureid3,gestureid4,gestureid5,gestureid6,npcPlayerType,npcPlayerDrawType,NpcPlayerSex,vowType,VoiceType,pad1,equip_Wep_Right_GenId,equip_Subwep_Right_GenId,equip_Wep_Left_GenId,equip_Subwep_Left_GenId,equip_Helm_GenId,equip_Armor_GenId,equip_Gaunt_GenId,equip_Leg_GenId,equip_Wep_Body_GenId,SecondaryItem_01,SecondaryItem_02,SecondaryItem_03,SecondaryItem_04,SecondaryItem_05,SecondaryItem_06,SecondaryItem_07,SecondaryItem_08,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,secondaryItemNum_07,secondaryItemNum_08,pad2
1000010,1000010: [For the weapon animation confirmation] ◎ 01 Dagger (id_20: Dagger) -- 1000010：【武器アニメ確認用】◎01短剣（ID_20：ダガー）,0,0,0,0,1000000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000011,1000011: [For the weapon animation confirmation] ◎ 01 Dagger (id_72: Cut) -- 1000011：【武器アニメ確認用】◎01短剣（ID_72：切り）,0,0,0,0,1010000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1010000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000012,1000012: [Weapon anime confirmation] ☆ 01 Dagger (id_71: Paris) -- 1000012：【武器アニメ確認用】☆01短剣（ID_71：パリィ）,0,0,0,0,1020000,9000000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,6000000,1020000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000013,1000013: [Weapon anime confirmation] × 01 dagger (id_153: Advantage) -- 1000013：【武器アニメ確認用】×01短剣（ID_153：逆手）,0,0,0,0,1120000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1120000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000014,,0,0,0,0,3010000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,3010000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000015,,0,0,0,0,1080000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1080000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000016,,0,0,0,0,1070000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,1200000,1300000,1304000,1306000,1308000,1310000,1356000,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1070000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000017,,0,0,0,0,1060000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1060000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000018,,0,0,0,0,1040000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,1040000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000020,1000020: [For the weapon anime confirmation] ★ 02 Straight Sword (id_23: Long) -- 1000020：【武器アニメ確認用】★02直剣（ID_23：ロング）,0,0,0,0,2010000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2010000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000021,1000021: [Weapon anime confirmation] ☆ 02 Straight Sword (id_53: Cut) -- 1000021：【武器アニメ確認用】☆02直剣（ID_53：切り）,0,0,0,0,2020000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000022,1000022: [Weapon anime confirmation] ☆ 02 Straight Sword (id_54: Piercing) -- 1000022：【武器アニメ確認用】☆02直剣（ID_54：刺突）,0,0,0,0,2000000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2000000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000025,1000025: [Weapon Anime confirmation] (02) Straight Sword (id_57: Dark Wraith) -- 1000025：【武器アニメ確認用】△02直剣（ID_57：ダークレイス）,0,0,0,0,6240000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6240000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000026,1000026: [Weapon Anime confirmation] × 02 Straight Sword (id_ TBA: Brother Ssangyong) -- 1000026：【武器アニメ確認用】×02直剣（ID_未定：双皇子弟）,0,0,0,0,6280000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6280000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000027,,0,0,0,0,2160000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,1200000,1300000,1304000,1306000,1308000,1310000,1356000,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2160000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000028,,0,0,0,0,2140000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2140000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000029,,0,0,0,0,2110000,2010000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,2110000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000030,1000030: [Weapon anime confirmation] ☆ 03 Large Sword (id_25: Basso) -- 1000030：【武器アニメ確認用】☆03大剣（ID_25：バッソ）,0,0,0,0,6000000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000031,1000031: [Weapon anime confirmation] ☆ 03 Large Sword (id_74: thrusting) -- 1000031：【武器アニメ確認用】☆03大剣（ID_74：突き）,0,0,0,0,6020000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6020000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000033,1000033: [Weapon Anime confirmation] (04) (ID_80: Black Knight) -- 1000033：【武器アニメ確認用】△04大剣（ID_80：黒騎士）,0,0,0,0,6250000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6250000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000034,1000034: [Weapon Anime confirmation] (04) (id_131) -- 1000034：【武器アニメ確認用】△04大剣（ID_131：アルトリウス）,0,0,0,0,6300000,6300000,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6300000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000035,1000035: [Weapon anime confirmation] × 04 Large Sword (id_154:04 Sword of the Old King of caries) -- 1000035：【武器アニメ確認用】×04大剣（ID_154：蝕の老王の04大剣）,0,0,0,0,6170000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6170000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000036,1000036: [Weapon anime confirmation] × 04 Large sword (id_155: Prince of twins 04 sword) -- 1000036：【武器アニメ確認用】×04大剣（ID_155：双皇子合体04大剣）,0,0,0,0,6270000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6270000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000037,1000037: [Weapon anime confirmation] × 04 Large Sword (id_156.: 04 Sword of the King of the Evil) -- 1000037：【武器アニメ確認用】×04大剣（ID_156.：死霊の王の04大剣）,0,0,0,0,6290000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6290000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000038,1000038: [Weapon Anime confirmation] (04) (id_157) -- 1000038：【武器アニメ確認用】△04大剣（ID_157：ルカティエル）,0,0,0,0,6310000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6310000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000039,1000039: [Weapon anime confirmation] ○ 04 Large Sword (id_158: Moonlight 04 Sword) -- 1000039：【武器アニメ確認用】○04大剣（ID_158：月光04大剣）,0,0,0,0,6320000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6320000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000040,1000040: [Weapon anime confirmation] × 04 Large sword (id_159. -- 1000040：【武器アニメ確認用】×04大剣（ID_159.ラスボス04大剣）,0,0,0,0,6340000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6340000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000041,,0,0,0,0,6330000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6330000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000042,,0,0,0,0,6370000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6370000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000048,,0,0,0,0,6040000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6040000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000049,,0,0,0,0,6100000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6100000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000050,1000050: [Weapon Anime confirmation] ★ 05 Oversized Sword (id_26: normal) -- 1000050：【武器アニメ確認用】★05特大剣（ID_26：通常）,0,0,0,0,930300,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,930300,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000051,1000051: [For the weapon anime confirmation] ○ 05 Oversized Sword (id_95: thrusting) -- 1000051：【武器アニメ確認用】○05特大剣（ID_95：突き）,0,0,0,0,6190000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6190000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000052,1000052: [For the weapon anime confirmation] ◎ 05 Oversized Sword (id_128: Black Knight) -- 1000052：【武器アニメ確認用】◎05特大剣（ID_128：黒騎士）,0,0,0,0,6130000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6130000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000053,1000053: [Weapon Anime confirmation] ★ 05 Oversized Sword (id_160: zwei) -- 1000053：【武器アニメ確認用】★05特大剣（ID_160：ツヴァイ）,0,0,0,0,6070000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6040000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000054,1000054: [For the weapon animation confirmation] △ 05 Oversized sword (id_163: Smoke) -- 1000054：【武器アニメ確認用】△05特大剣（ID_163：煙り）,0,0,0,0,6350000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6350000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000056,1000056: [For the weapon anime confirmation] × 05 Oversized sword (id_161: Warden of the Abyss) -- 1000056：【武器アニメ確認用】×05特大剣（ID_161：深淵の監視者）,0,0,0,0,6200000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6200000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
1000057,1000057: [Weapon Anime confirmation] × 05 Oversized Sword (id_162:05 Oversized Sword of the old king of Caries (red)) -- 1000057：【武器アニメ確認用】×05特大剣（ID_162：蝕の老王の05特大剣（赤））,0,0,0,0,6180000,-1,-1,21280000,800000,801000,802000,803000,400000,404000,400200,404300,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,290,310,292,294,330,341,271,272,240,-1,0,0,0,0,99,99,99,99,0,0,0,34,99,99,99,99,99,99,99,10,3,16,10,99,99,99,99,99,99,99,99,99,0,0,0,0,0,2,5,10,11,12,13,14,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,6180000,-1,500,100,101,102,103,385,99,1,1,1,1,1,10,10,-
