#DecalParam=DECAL_PARAM_ST
ID,Name,TextureId0,dmyPolyID,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpEffectID,randomVariationNum0,randomVariationNum1,randomVariationNum2,randomVariationNum3,replaceTextureId_byMaterial,dmypolyCategory0,dmypolyCategory1,decalShapeType0,decalShapeType1,decalShapeType2,decalShapeType3,useDeferredDecal,usePaintDecal,targetAttackChr,targetDamageChr,targetOtherChr,targetMapObj,usePom,0x26,0x26,0x26,0x26,0x26,0x26,0x27,0x27,0x27,0x27,0x27,0x27,0x27,0x27,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHeightScale,pomSampleMin,pomSampleMax,Contrast1,TextureLengthType[0-3],TextureWidthX,TextureWidthZ,TextureLifeTime,0x58,0x5C,0x60,0x64,0x68,0x6C,TextureId1,TextureId2,TextureId3,Brightness,TextureId4,TextureId5,TextureId6,R(Diffuse),G(Diffuse),B(Diffuse),UnkNaM,R(Specular),G(Specular),B(Specular),DelayedSpawnState [ON_OFF],Contrast2,0x98,0x9C,0xA0,0xA1,0xA2,0xA3,minVal,maxVal,0xAC,0xAD,DecalSpawnDelay[sec],0xB0,0xB0,0xB0,0xB0,0xB0,IsContactPlayer,IsFormCube,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,TextureSpawnDelay[sec],pad1
1410001,【 attack 】 Caries Nakagami -- 【攻撃】蝕中　上,100000,-1,40,-20,0,15,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,10,9,9,0,128,128,128,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1410002,【 attack 】 Caries Nakashita -- 【攻撃】蝕中　下,100000,-1,40,-20,0,15,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,10,9,9,0,128,128,128,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1410003,[Attack] in the caries left -- 【攻撃】蝕中　左,100300,-1,45,-45,0,15,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100300,100000,100000,1,100000,-1,-1,10,9,9,0,128,128,128,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1410004,【 attack 】 Caries reeling -- 【攻撃】蝕中　右,100400,-1,45,45,0,15,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100400,100000,100000,1,100000,-1,-1,10,9,9,0,128,128,128,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1420000,[Attack] Maggots front -- 【攻撃】蛆中　正面,100000,-1,50,50,0,15,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,178,175,165,0,255,255,255,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1420001,[Attack] Maggots Nakagami -- 【攻撃】蛆中　上,100000,-1,40,-20,0,15,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,178,175,165,0,255,255,255,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1420002,[Attack] Maggots Nakashita -- 【攻撃】蛆中　下,100000,-1,40,-20,0,15,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,178,175,165,0,255,255,255,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1420003,[Attack] Maggots left -- 【攻撃】蛆中　左,100300,-1,45,-45,0,15,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100300,100000,100000,1,100000,-1,-1,178,175,165,0,255,255,255,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1420004,[Attack] Maggots reeling -- 【攻撃】蛆中　右,100400,-1,45,45,0,15,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,100,-20,20,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100400,100000,100000,1,100000,-1,-1,178,175,165,0,255,255,255,0,1,0,0,0,0,1,0,1,10,2,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
1460000,[Attack] Blood (PC) front (for character) -- 【攻撃】鮮血中(PC)　正面（キャラ用）,100000,-1,-20,180,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460001,[Attack] Blood (PC) (for characters) -- 【攻撃】鮮血中(PC)　上（キャラ用）,100000,-1,-80,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460002,[Attack] under Blood (PC) (for character) -- 【攻撃】鮮血中(PC)　下（キャラ用）,100000,-1,40,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460003,[Attack] Blood (PC) left (for character) -- 【攻撃】鮮血中(PC)　左（キャラ用）,100300,-1,-25,-60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100300,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460004,[Attack] Blood (PC) right (for character) -- 【攻撃】鮮血中(PC)　右（キャラ用）,100400,-1,-25,60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100400,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460100,[Attack] Blood (PC) front (for map) -- 【攻撃】鮮血中(PC)　正面（マップ用）,100010,-1,-20,180,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460101,[Attack] Blood (PC) (for map) -- 【攻撃】鮮血中(PC)　上（マップ用）,100010,-1,-80,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460102,[Attack] under Blood (PC) (for map) -- 【攻撃】鮮血中(PC)　下（マップ用）,100010,-1,40,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460103,[Attack] Blood (PC) left (for map) -- 【攻撃】鮮血中(PC)　左（マップ用）,100310,-1,-25,-60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100310,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1460104,[Attack] Blood (PC) right (for map) -- 【攻撃】鮮血中(PC)　右（マップ用）,100410,-1,-25,60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100410,100000,100000,1,100000,-1,-1,38,3,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461000,[Attack] Blood (PC) front (for character) blood mild -- 【攻撃】鮮血中(PC)　正面（キャラ用）血MILD,100000,-1,-20,180,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461001,[Attack] Blood (PC) (for characters) blood mild -- 【攻撃】鮮血中(PC)　上（キャラ用）血MILD,100000,-1,-80,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461002,[Attack] Blood (PC) under (for character) blood mild -- 【攻撃】鮮血中(PC)　下（キャラ用）血MILD,100000,-1,40,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461003,[Attack] Blood (PC) left (for character) blood mild -- 【攻撃】鮮血中(PC)　左（キャラ用）血MILD,100300,-1,-25,-60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100300,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461004,[Attack] Blood (PC) right (for character) blood mild -- 【攻撃】鮮血中(PC)　右（キャラ用）血MILD,100400,-1,-25,60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100400,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461100,[Attack] Blood (PC) front (for map) blood mild -- 【攻撃】鮮血中(PC)　正面（マップ用）血MILD,100010,-1,-20,180,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461101,[Attack] Blood (PC) (for map) blood mild -- 【攻撃】鮮血中(PC)　上（マップ用）血MILD,100010,-1,-80,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461102,[Attack] Blood (PC) under (for map) blood mild -- 【攻撃】鮮血中(PC)　下（マップ用）血MILD,100010,-1,40,0,0,5,0.2,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461103,[Attack] Blood (PC) left (for map) blood mild -- 【攻撃】鮮血中(PC)　左（マップ用）血MILD,100310,-1,-25,-60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100310,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
1461104,[Attack] Blood (PC) right (for map) blood mild -- 【攻撃】鮮血中(PC)　右（マップ用）血MILD,100410,-1,-25,60,0,5,0.2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,100410,100000,100000,1,100000,-1,-1,10,25,3,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7000100,,210000,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,-1,100000,1,100000,-1,-1,90,90,90,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7000101,,110100,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,90,90,90,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7000102,,110100,-1,0,0,-0.1,1,0.8,0.8,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,90,90,90,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7010100,,210000,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,30,30,30,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7010101,,110100,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,30,30,30,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7010102,,110100,-1,0,0,-0.1,1,0.8,0.8,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,30,30,30,0,30,30,30,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7020100,,210000,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,-1,100000,1,100000,-1,-1,100,10,100,0,40,10,40,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7020101,,110100,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,100,10,100,0,40,10,40,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
7020102,,110100,-1,0,0,-0.1,1,0.8,0.8,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,2,0,1,1,0,0,0.1,-1,-1,-1,0,-1,210000,100000,1,100000,-1,-1,100,10,100,0,40,10,40,1,0.2,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8000300,Dark Flame -- 火炎壺こげ跡,30000,140,0,0,0,20,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,1,8,64,2,0,1,1,0,0,0.01,0,0,-1,0,-1,-1,0,1,0,-1,-1,128,128,128,0,2,2,2,0,0.01,0,0,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8000301,Oil pots (for pairs of characters) -- 油壺(対キャラ用),30100,-1,0,0,0,10,1,1.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-180,180,-15,15,-15,15,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,70,40,15,0,255,255,255,0,1,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010510,[Dark Knight Beast] Frost -- 【ダークナイトビースト】霜,5100000,-1,0,0,-1,5,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,-15,15,1,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-
8010511,[Dark Knight Beast] Frost attack -- 【ダークナイトビースト】霜 攻撃,5100000,-1,0,0,-0.5,7,1.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,70,80,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-
8010512,[Dark Knight Beast] Frost attack (wide range) -- 【ダークナイトビースト】霜 攻撃(広範囲),5100000,-1,0,0,-0.5,9,1.5,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,300,-180,180,-15,15,70,80,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,1056964608,-1,-1,100000,1,100000,-1,5100000,150,180,255,0,30,30,30,1,0.2,2,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-
