#EquipParamAccessory=EQUIP_PARAM_ACCESSORY_ST
ID,Name,refId0,sfxVariationId,weight,behaviorId,basicPrice,sellValue,sortId,qwcId,equipModelId,iconId,shopLv,trophySGradeId,trophySeqId,equipModelCategory,equipModelGender,accessoryCategory,refCategory,spEffectCategory,pad1,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,IsDeposit,IsEquipOutBrake,disableMultiDropShare,IsDiscard,IsBool,0x3C,0x3C,0x3C,pad2,Costvalue,RingCompatibilityId,VowId,AchievementID,refId1,refId2,refId3,refId4,pad3
20720,Horsehoof Ring,112072000,-1,0.6,0,0,100,24500,0,0,5113,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,500,65,0,13,0,0,0,0,-
20730,Carthus Bloodring,112073000,-1,0.8,0,0,500,25700,0,0,5114,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,66,0,13,0,0,0,0,-
20740,Reversal Ring,112074000,-1,0.5,0,0,1000,26700,0,0,5115,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1000,67,0,13,0,0,0,0,-
20750,Pontiff's Right Eye,112075000,-1,1.4,0,0,500,25800,0,0,5116,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,12000,68,0,13,112075010,112075020,112075030,0,-
20790,Pontiff's Left Eye,112079000,-1,0.9,0,0,500,25900,0,0,5120,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,69,0,13,0,0,0,0,-
20830,Dragonscale Ring,112083000,-1,1.1,0,0,1000,24400,0,0,5124,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,70,0,13,0,0,0,0,-
20840,CA - Rusted Iron Ring,112200000,-1,0.8,0,0,400,21660,0,0,5123,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1000,72,0,13,0,0,0,0,-
20850,CA - Thief Ring,112053000,-1,0.8,0,0,800,21661,0,0,5122,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,20000,72,0,13,0,0,0,0,-
20860,CA - passive HA giant's ring,102430500,-1,30,0,0,300,26901,0,0,5097,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1000,73,0,255,0,0,0,0,-
20870,CA - Lighting Ring (WIP),112044001,-1,0.5,0,0,1000,21663,0,0,5100,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1750,72,0,13,0,0,0,0,-
21000,Chillbite Ring,112100000,-1,0.6,0,0,100,21650,0,0,5125,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,71,0,255,0,0,0,0,-
900200,,900200,-1,0,0,0,0,80000,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900201,,900201,-1,0,0,0,0,80000,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900202,,900202,-1,0,0,0,0,80000,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900204,,900203,-1,0,0,0,0,80000,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900210,,900210,-1,0,0,0,0,80000,0,0,5009,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900211,,900211,-1,0,0,0,0,80000,0,0,5009,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
900212,,900212,-1,0,0,0,0,80000,0,0,5009,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,0,0,0,0,-
910000,,160000000,-1,0,0,0,0,80000,0,0,5009,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,-1,0,255,160000010,160000020,160000030,0,-
