#HitEffectSeParam=HIT_EFFECT_SE_PARAM_ST
ID,Name,H00_HitEffectSeId0,H00_HitEffectSeId1,H00_HitEffectSeId2,H00_HitEffectSeId3,H00_HitEffectSeId4,H00_HitEffectSeId5,H00_HitEffectSeId6,H00_HitEffectSeId7,H01_HitEffectSeId0,H01_HitEffectSeId1,H01_HitEffectSeId2,H01_HitEffectSeId3,H01_HitEffectSeId4,H01_HitEffectSeId5,H01_HitEffectSeId6,H01_HitEffectSeId7,H02_HitEffectSeId0,H02_HitEffectSeId1,H02_HitEffectSeId2,H02_HitEffectSeId3,H02_HitEffectSeId4,H02_HitEffectSeId5,H02_HitEffectSeId6,H02_HitEffectSeId7,H03_HitEffectSeId0,H03_HitEffectSeId1,H03_HitEffectSeId2,H03_HitEffectSeId3,H03_HitEffectSeId4,H03_HitEffectSeId5,H03_HitEffectSeId6,H03_HitEffectSeId7,H04_HitEffectSeId0,H04_HitEffectSeId1,H04_HitEffectSeId2,H04_HitEffectSeId3,H04_HitEffectSeId4,H04_HitEffectSeId5,H04_HitEffectSeId6,H04_HitEffectSeId7,H05_HitEffectSeId0,H05_HitEffectSeId1,H05_HitEffectSeId2,H05_HitEffectSeId3,H05_HitEffectSeId4,H05_HitEffectSeId5,H05_HitEffectSeId6,H05_HitEffectSeId7,H06_HitEffectSeId0,H06_HitEffectSeId1,H06_HitEffectSeId2,H06_HitEffectSeId3,H06_HitEffectSeId4,H06_HitEffectSeId5,H06_HitEffectSeId6,H06_HitEffectSeId7,H07_HitEffectSeId0,H07_HitEffectSeId1,H07_HitEffectSeId2,H07_HitEffectSeId3,H07_HitEffectSeId4,H07_HitEffectSeId5,H07_HitEffectSeId6,H07_HitEffectSeId7,H08_HitEffectSeId0,H08_HitEffectSeId1,H08_HitEffectSeId2,H08_HitEffectSeId3,H08_HitEffectSeId4,H08_HitEffectSeId5,H08_HitEffectSeId6,H08_HitEffectSeId7,H09_HitEffectSeId0,H09_HitEffectSeId1,H09_HitEffectSeId2,H09_HitEffectSeId3,H09_HitEffectSeId4,H09_HitEffectSeId5,H09_HitEffectSeId6,H09_HitEffectSeId7,H10_HitEffectSeId0,H10_HitEffectSeId1,H10_HitEffectSeId2,H10_HitEffectSeId3,H10_HitEffectSeId4,H10_HitEffectSeId5,H10_HitEffectSeId6,H10_HitEffectSeId7,H11_HitEffectSeId0,H11_HitEffectSeId1,H11_HitEffectSeId2,H11_HitEffectSeId3,H11_HitEffectSeId4,H11_HitEffectSeId5,H11_HitEffectSeId6,H11_HitEffectSeId7,H12_HitEffectSeId0,H12_HitEffectSeId1,H12_HitEffectSeId2,H12_HitEffectSeId3,H12_HitEffectSeId4,H12_HitEffectSeId5,H12_HitEffectSeId6,H12_HitEffectSeId7,H13_HitEffectSeId0,H13_HitEffectSeId1,H13_HitEffectSeId2,H13_HitEffectSeId3,H13_HitEffectSeId4,H13_HitEffectSeId5,H13_HitEffectSeId6,H13_HitEffectSeId7,H14_HitEffectSeId0,H14_HitEffectSeId1,H14_HitEffectSeId2,H14_HitEffectSeId3,H14_HitEffectSeId4,H14_HitEffectSeId5,H14_HitEffectSeId6,H14_HitEffectSeId7,H15_HitEffectSeId0,H15_HitEffectSeId1,H15_HitEffectSeId2,H15_HitEffectSeId3,H15_HitEffectSeId4,H15_HitEffectSeId5,H15_HitEffectSeId6,H15_HitEffectSeId7,H16_HitEffectSeId0,H16_HitEffectSeId1,H16_HitEffectSeId2,H16_HitEffectSeId3,H16_HitEffectSeId4,H16_HitEffectSeId5,H16_HitEffectSeId6,H16_HitEffectSeId7,H17_HitEffectSeId0,H17_HitEffectSeId1,H17_HitEffectSeId2,H17_HitEffectSeId3,H17_HitEffectSeId4,H17_HitEffectSeId5,H17_HitEffectSeId6,H17_HitEffectSeId7,H18_HitEffectSeId0,H18_HitEffectSeId1,H18_HitEffectSeId2,H18_HitEffectSeId3,H18_HitEffectSeId4,H18_HitEffectSeId5,H18_HitEffectSeId6,H18_HitEffectSeId7,H19_HitEffectSeId0,H19_HitEffectSeId1,H19_HitEffectSeId2,H19_HitEffectSeId3,H19_HitEffectSeId4,H19_HitEffectSeId5,H19_HitEffectSeId6,H19_HitEffectSeId7
28,Carpet -- 絨毯,28,1028,1028,28,1028,1028,28,1028,1028,0,0,0,0,0,0,0,0,0,2021007,2021007,2021007,2021007,2021007,2021007,2021007,2021007,2021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Without -- なし,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1028,1028,28,1028,1028,28,1028,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Caries -- 蝕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,God Grave Net -- 神墓ネット,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021007,2021007,2021007,2021007,2021007,2021007,2021007,2021007,2021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010021,2010021,2010021,2010021,2010021,2010021,2010021,2010021,2010021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,,16,1016,1016,10016,10016,10016,16,1016,1016,16,1016,1016,10016,10016,10016,16,1016,1016,2010016,2010016,2010016,2010016,2010016,2010016,2010016,2010016,2010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,16,1016,1016,10016,10016,10016,16,1016,1016,16,1016,1016,10016,10016,10016,16,1016,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,3010016,16,1016,1016,10016,10016,10016,16,1016,1016,16,1016,1016,16,1016,1016,16,1016,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,47,1047,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,48,1048,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Weapon Iron -- 武器鉄,50,1050,1050,10050,11050,11050,20050,21050,21050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,3010050,3011050,3011050,3010050,3011050,3011050,3010050,3011050,3011050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,50,1050,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Wax -- 蝋,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Weapon tree -- 武器木,78,1078,1078,78,1078,1078,78,1078,1078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Weapon meat -- 武器肉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Shield Iron -- 盾鉄,54,1054,1054,10054,11054,11054,20054,21054,21054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,3000054,3001054,3001054,3000054,3001054,3001054,3000054,3001054,3001054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1054,1054,54,1054,1054,54,1054,1054,54,54,54,54,54,54,54,54,54,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,54,1054,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Shield Tree -- 盾木,55,1055,1055,10055,11055,11055,20055,21055,21055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,3000055,3001055,3001055,3000055,3001055,3001055,3000055,3001055,3001055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1055,1055,55,1055,1055,55,1055,1055,55,55,55,55,55,55,55,55,55,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,55,1055,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Iron -- 鉄,56,1056,1056,10056,11056,11056,20056,21056,21056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,3010056,3011056,3011056,3010056,3011056,3011056,3010056,3011056,3011056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Armor Leather -- 鎧革,58,1058,1058,10058,11058,11058,20058,21058,21058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,3010058,3011058,3011058,3010058,3011058,3011058,3010058,3011058,3011058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,58,1058,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Meat (Live) -- 肉（生者）,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Meat (raw) _ Weakness -- 肉（生者）_弱点,60,1060,1060,10060,11060,11060,20060,21060,21060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,3010060,3011060,3011060,3010060,3011060,3011060,3010060,3011060,3011060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,60,1060,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,1078,1078,1078,1078,1078,1078,1078,1078,1078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,2000078,2001078,2001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Heavy Iron -- 重鉄,56,1056,1056,10056,11056,11056,20056,21056,21056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,3010056,3011056,3011056,3010056,3011056,3011056,3010056,3011056,3011056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,56,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Cloth -- 布,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Humanity -- 人間性,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Hair -- 毛,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Soft Stone -- 石（軟）,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,76,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Feathers -- 羽,59,1059,1059,10059,11059,11059,20059,21059,21059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,3010059,3011059,3011059,3010059,3011059,3011059,3010059,3011059,3011059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,59,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Carrion -- 腐肉,68,1068,1068,10068,11068,11068,20068,21068,21068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,3010068,3011068,3011068,3000068,3001068,3001068,3010068,3011068,3011068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,68,1068,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
