#NpcThinkParam=NPC_THINK_PARAM_ST
ID,Name,logicId,battleGoalId,nearDist,midDist,farDist,OutDist,BackHomeLife_OnHitEneWal,goalID_ToCaution,idAttackCannotMove,goalID_toFind,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,ear_dist,ear_soundcutDist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SightTargetForgetTime,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,teamAttackEffectivity,eye_angX,eye_angY,State0,State1,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttrDoAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_EdgeOrdinary,enableNaviFlg_reserve0,enableNaviFlagReserve,eyeDist_ForDark,battleStartDist_forDark,eyeDist_ForPitchDark,battleStartDist_forPitchDark,platoonReplyTime,platoonReplyAddRandomTime,eye_BackOffsetDist,eye_BeginDist,targetArriveDist,pointArriveDist,changeStateAction_ToFind,changeStateAction_ToCaution,changeStateAction_ToBattle,goalAction_ToDisappear,disableLocalSteering,actTypeOnFailedPath,interestCategory,goalAction_ToInterest,Unk1,ear_angX,ear_angY,changeStateAction_ToInterest,changeStateAction_ToNormal,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,pad
25221,,20100,25200,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
25222,,20100,25200,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
25223,,20100,25200,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
25300,,10000,25310,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25301,,10000,25310,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25302,,10000,25300,0,0,0,0,0,8,36,0.1,0,0,20,0,0,70,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25400,,10000,25400,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25401,,10000,25400,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25402,,10000,25400,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25420,,20100,25400,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
25500,,10000,25500,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25501,,10000,25500,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25600,,10000,25600,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25601,,10000,25600,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25700,,10000,25700,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25701,,10000,25700,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25702,,10000,25700,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25703,,10000,25700,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25800,,10000,25800,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25801,,10000,25800,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25802,,10000,25800,0,0,0,0,5,8,36,0.1,0,0,20,4,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
25820,,20100,25800,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
25821,,20100,25800,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
26000,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26001,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26002,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26003,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26004,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26005,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26006,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26007,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26008,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,100,0,0,0,9999,9998,9999,1,7,12,0,16448,100,0,0,100,25,120,180,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,10,-
26009,,10000,26000,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26020,,20100,26000,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
26021,,20100,26000,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
26100,,10000,26101,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26101,,10000,26101,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26102,,10000,26100,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26103,,10000,26100,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26104,,10000,26100,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26200,,10000,26200,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,9999,9999,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,1,2,-
26201,,20100,26200,0,0,0,0,0,8,36,0.1,0,0,20,0,0,250,9999,9999,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,1,2,-
26202,,10000,26200,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,9999,9999,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,1,2,-
26203,,10000,26200,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,9999,9999,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,1,2,-
26204,,10000,26211,0,0,0,0,0,8,36,0.1,0,0,200,0,0,0,9999,9999,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,3,1,2,-
26300,,10000,26300,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26301,,10000,26300,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26302,,10000,26300,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
26320,,20100,26300,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27300,,10000,27300,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,50,30,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27320,,20100,27300,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27321,,20100,27300,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27420,,20100,27400,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27440,,10000,27400,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27441,,10000,27400,0,0,0,0,5,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27500,,10000,27500,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27520,,20100,27520,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27521,,20100,27520,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27600,,10000,27600,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27620,,20100,27600,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27700,,10000,27700,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27701,,10000,27700,0,0,0,0,0,8,36,0.1,0,0,50,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27720,,20100,27700,0,0,0,0,0,5,36,0.1,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27740,,10000,27700,0,0,0,0,5,8,36,0.1,0,0,50,0,0,2,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27800,,10000,27800,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27820,,20100,27800,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27821,,20100,27800,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27822,,20100,27800,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
27890,,10000,27850,0,0,0,0,0,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27891,,10000,27850,0,0,0,0,0,8,36,0.1,0,0,20,0,0,9999,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27900,,10000,27900,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
27920,,20100,27900,0,0,0,0,0,5,36,0,0,0,20,0,0,0,9999,9998,9999,5,10,20,0,16544,20,0,0,100,25,30,90,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2,1,5,-
28000,,10000,28000,0,0,0,0,5,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
28040,,10000,28001,0,0,0,0,0,8,36,0.1,0,0,20,0,0,0,75,50,6,1,7,12,0,16448,20,0,0,100,25,120,120,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,2,-
